timestamp,open,high,low,close,volume
2023-07-28,143.4400,143.9500,142.8500,143.4500,6686627
2023-07-27,142.3000,143.3800,141.9000,142.9700,6331563
2023-07-26,140.4400,141.2500,139.8800,141.0700,4046441
2023-07-25,139.4200,140.4300,139.0403,140.3300,3770813
2023-07-24,139.3500,140.1200,138.7788,139.5400,3475442
2023-07-21,138.2100,139.7799,137.7600,138.9400,5858741
2023-07-20,137.1900,140.3200,136.5600,138.3800,10896330
2023-07-19,135.5300,136.4500,135.1900,135.4800,5519992
2023-07-18,134.7100,135.9500,134.2900,135.3600,3852058
2023-07-17,133.2600,134.6100,133.1000,134.2400,3168419
2023-07-14,133.9100,133.9200,132.9400,133.4000,2861496
2023-07-13,133.5100,135.0700,133.3600,133.9200,3221422
2023-07-12,135.0700,135.3300,132.5750,132.8400,3732189
2023-07-11,133.6600,134.5600,133.2300,134.4400,2925238
2023-07-10,131.7600,133.0500,131.6950,132.9000,2369425
2023-07-07,131.7800,133.8550,131.7500,132.0800,2982738
2023-07-06,133.2350,133.9000,131.5500,132.1600,3508083
2023-07-05,133.3200,134.3100,132.5900,134.2400,2955870
2023-07-03,133.4200,134.3500,132.8700,133.6700,1477149
2023-06-30,134.6900,135.0300,133.4250,133.8100,4236677
2023-06-29,131.7500,134.3500,131.6900,134.0600,3639836
2023-06-28,132.0600,132.1700,130.9100,131.7600,2753779
2023-06-27,131.3000,132.9500,130.8300,132.3400,3219909
2023-06-26,129.3900,131.4100,129.3100,131.3400,4845649
2023-06-23,130.4000,130.6200,129.1800,129.4300,11324705
2023-06-22,131.6800,132.9600,130.6800,131.1700,6013021
2023-06-21,135.1100,135.3900,133.2900,133.6900,5501272
2023-06-20,136.3600,137.2300,135.8900,135.9600,4272511
2023-06-16,139.2300,139.4690,137.4700,137.4800,7473676
2023-06-15,137.2700,138.8000,137.1750,138.4000,3812582
2023-06-14,137.8000,138.9300,136.9400,137.2000,4514888
2023-06-13,136.5100,138.1700,136.0000,137.6000,3927331
2023-06-12,136.0000,136.6200,135.8216,136.4200,4500120
2023-06-09,134.3600,136.1000,134.1700,135.3000,3981748
2023-06-08,134.6900,135.9800,134.0100,134.4100,4128939
2023-06-07,132.5000,134.4400,132.1900,134.3800,5772024
2023-06-06,132.4300,132.9400,131.8800,132.6900,3297951
2023-06-05,133.1200,133.5800,132.2700,132.6400,3993516
2023-06-02,130.3800,133.1200,130.1500,132.4200,5375796
2023-06-01,128.4400,130.1450,127.7800,129.8200,4136086
2023-05-31,128.5100,129.4400,127.4600,128.5900,11086313
2023-05-30,129.5600,130.0699,128.2600,129.4800,3741050
2023-05-26,127.0600,129.6600,126.8100,128.8900,5612570
2023-05-25,125.6100,127.2300,125.0100,126.7600,4102854
2023-05-24,127.8200,127.9000,125.4700,125.6800,3915505
2023-05-23,127.2400,129.0900,127.1300,128.1800,4592280
2023-05-22,127.5000,128.1900,127.1500,127.5000,2806770
2023-05-19,126.7900,128.2900,126.5500,127.2600,4306657
2023-05-18,125.3000,126.5100,125.1894,126.1500,3797883
2023-05-17,123.9400,125.8500,123.4700,125.7100,4515134
2023-05-16,123.3500,123.8600,122.4500,123.4600,2749125
2023-05-15,123.0000,123.6881,122.3400,123.3600,2915725
2023-05-12,121.4100,122.8600,121.1100,122.8400,4564825
2023-05-11,122.0200,122.2400,120.5500,120.9000,3446452
2023-05-10,121.9900,122.4900,121.1000,122.0200,4189222
2023-05-09,121.9000,121.9700,120.6600,121.1700,4540047
2023-05-08,123.7600,123.9200,122.5500,123.4000,3663818
2023-05-05,123.1100,124.1000,122.8050,123.6500,4971936
2023-05-04,123.0300,123.5200,121.7563,122.5700,4468237
2023-05-03,125.4600,125.5700,123.2600,123.4500,4554212
2023-05-02,126.3000,126.4500,123.2700,125.1600,4445283
2023-05-01,126.3500,126.7500,126.0600,126.0900,2724992
2023-04-28,126.5800,127.2500,125.6400,126.4100,5061247
2023-04-27,126.3700,127.0200,125.4550,126.9700,3204889
2023-04-26,125.8100,126.5450,125.1200,125.8500,4058800
